Randomizer Version: 4.6.0
Random Seed: 8190105131538
Settings String: 321YQgEATL8AP8AAgEEAAIeAxgIFAAAFAA+AQABEgAAAAAABAAYMtkyAQAICTIGBAAyAAUAC0VtZXJhbGQgKFUp/oaDOOPDOIo=

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1    |ABILITY2    |ITEM
#479 (PICNICKER DIANA)@314B08 - CUBONE Lv31, SKARMORY Lv31, FLAREON Lv31
#480 (PICNICKER DIANA)@314B30 - TYROGUE Lv40, WEEPINBELL Lv40, RAYQUAZA Lv40
#481 (TWINS AMY & LIV)@314B58 - WOOPER Lv15, BLAZIKEN Lv15
#482 (TWINS AMY & LIV)@314B80 - FLAAFFY Lv27, HOUNDOUR Lv27
#483 (TWINS GINA & MIA)@314BA8 - MAREEP Lv6, PIDGEOTTO Lv6
#484 (TWINS MIU & YUKI)@314BD0 - PIKACHU Lv26, SCEPTILE Lv26
#485 (TWINS AMY & LIV)@314BF8 - NIDORAN♂ Lv9, IVYSAUR Lv9
#486 (TWINS GINA & MIA)@314C20 - DEOXYS Lv10, POLIWAG Lv10
#487 (TWINS AMY & LIV)@314C48 - GOLBAT Lv30, SPINARAK Lv30
#488 (TWINS AMY & LIV)@314C70 - EXEGGCUTE Lv33, BEAUTIFLY Lv33
#489 (TWINS AMY & LIV)@314C98 - CLAMPERL Lv36, DUGTRIO Lv36
#490 (SAILOR HUEY)@314CC0 - VIBRAVA Lv12, CATERPIE Lv12
#491 (SAILOR EDMOND)@314CE8 - GROVYLE Lv13
#492 (SAILOR ERNEST)@314D10 - MEDICHAM Lv33, SLOWPOKE Lv33
#493 (SAILOR DWAYNE)@314D38 - ONIX Lv11, ARBOK Lv11, DUSTOX Lv11
#494 (SAILOR PHILLIP)@314D60 - HARIYAMA Lv44, BELLSPROUT Lv44
#495 (SAILOR LEONARD)@314D88 - FEEBAS Lv43, BRELOOM Lv43, DROWZEE Lv43
#496 (SAILOR DUNCAN)@314DB0 - CHIMECHO Lv25, TOGEPI Lv25
#497 (SAILOR ERNEST)@314DD8 - EXPLOUD Lv36, HOUNDOUR Lv36, GLOOM Lv36
#498 (SAILOR ERNEST)@314E00 - ELEKID Lv39, VIBRAVA Lv39, MAREEP Lv39
#499 (SAILOR ERNEST)@314E28 - MAROWAK Lv42, LINOONE Lv42, KAKUNA Lv42
#500 (SAILOR ERNEST)@314E50 - RAIKOU Lv45, GIRAFARIG Lv45, DEWGONG Lv45
#501 (HIKER ELI)@314E78 - CHIMECHO Lv23
#502 (POKéFAN ANNIKA)@314EA0 - GULPIN@ORAN BERRY Lv39, SUICUNE@ORAN BERRY Lv39
#503 (COOLTRAINER JAZMYN)@314EC8 - ENTEI Lv27
#504 (NINJA BOY JONAS)@314EF0 - STANTLER Lv31
#505 (PARASOL LADY KAYLEY)@314F18 - GLOOM Lv31
#506 (EXPERT AURON)@314F40 - REMORAID Lv33, STANTLER Lv33
#507 (SAILOR KELVIN)@314F68 - CACTURNE Lv33, SWAMPERT Lv33
#508 (COOLTRAINER MARLEY)@314F90 - ZUBAT Lv34
#509 (BATTLE GIRL REYNA)@314FB8 - WAILMER Lv33, KINGDRA Lv33
#510 (SAILOR HUDSON)@314FE0 - DODRIO Lv34
#511 (EXPERT CONOR)@315008 - CACTURNE Lv33, BALTOY Lv33
#512 (COLLECTOR EDWIN)@315030 - SUDOWOODO Lv14, SCEPTILE Lv14
#513 (COLLECTOR HECTOR)@315058 - PORYGON Lv18, CHIMECHO Lv18
#514 (MAGMA ADMIN TABITHA)@315080 - WAILMER Lv36, POLIWHIRL Lv38, PIDGEY Lv40
#515 (COLLECTOR EDWIN)@3150A8 - LUNATONE Lv26, GROVYLE Lv26
#516 (COLLECTOR EDWIN)@3150D0 - CROBAT Lv29, WEEDLE Lv29
#517 (COLLECTOR EDWIN)@3150F8 - ROSELIA Lv32, VOLTORB Lv32
#518 (COLLECTOR EDWIN)@315120 - KECLEON Lv35, MIGHTYENA Lv35
#519 ([PK][MN] TRAINER WALLY)@315148 - RATICATE Lv44, DONPHAN Lv43, FORRETRESS Lv44, HOUNDOUR Lv41, HITMONTOP Lv45
#520 ([PK][MN] TRAINER BRENDAN)@315170 - MAREEP Lv5
#521 ([PK][MN] TRAINER BRENDAN)@315198 - LOTAD Lv18, PRIMEAPE Lv18, FLAAFFY Lv20
#522 ([PK][MN] TRAINER BRENDAN)@3151C0 - BALTOY Lv29, LUNATONE Lv29, FLAAFFY Lv31
#523 ([PK][MN] TRAINER BRENDAN)@3151E8 - PINSIR Lv5
#524 ([PK][MN] TRAINER BRENDAN)@315210 - REMORAID Lv18, ILLUMISE Lv18, PINSIR Lv20
#525 ([PK][MN] TRAINER BRENDAN)@315238 - PORYGON2 Lv29, BALTOY Lv29, PINSIR Lv31
#526 ([PK][MN] TRAINER BRENDAN)@315260 - CRADILY Lv5
#527 ([PK][MN] TRAINER BRENDAN)@315288 - DUGTRIO Lv18, CROCONAW Lv18, CRADILY Lv20
#528 ([PK][MN] TRAINER BRENDAN)@3152B0 - CELEBI Lv29, ILLUMISE Lv29, CRADILY Lv31
#529 ([PK][MN] TRAINER MAY)@3152D8 - MAREEP Lv5
#530 ([PK][MN] TRAINER MAY)@315300 - FLAAFFY Lv18, CLAYDOL Lv18, FLAAFFY Lv20
#531 ([PK][MN] TRAINER MAY)@315328 - JIRACHI Lv29, STARYU Lv29, FLAAFFY Lv31
#532 ([PK][MN] TRAINER MAY)@315350 - PINSIR Lv5
#533 ([PK][MN] TRAINER MAY)@315378 - DUSCLOPS Lv18, MAROWAK Lv18, PINSIR Lv20
#534 ([PK][MN] TRAINER MAY)@3153A0 - QUILAVA Lv29, BAYLEEF Lv29, PINSIR Lv31
#535 ([PK][MN] TRAINER MAY)@3153C8 - CRADILY Lv5
#536 ([PK][MN] TRAINER MAY)@3153F0 - SNORUNT Lv18, ZIGZAGOON Lv18, CRADILY Lv20
#537 ([PK][MN] TRAINER MAY)@315418 - DRAGONITE Lv29, HOOTHOOT Lv29, CRADILY Lv31
#538 ([PK][MN] BREEDER ISAAC)@315440 - LOMBRE Lv11, GLOOM Lv11, DROWZEE Lv11, KAKUNA Lv11, REGICE Lv11, ENTEI Lv11
#539 (BUG CATCHER DAVIS)@315468 - VOLBEAT Lv27
#540 (COOLTRAINER MITCHELL)@315490 - BEEDRILL Lv43, GOLEM Lv43
#541 ([PK][MN] BREEDER ISAAC)@3154B8 - CLEFAIRY Lv22, RAIKOU Lv22, ARCANINE Lv22, CORSOLA Lv22, MUDKIP Lv22, GOLDEEN Lv22
#542 ([PK][MN] BREEDER ISAAC)@3154E0 - MEDICHAM Lv25, GYARADOS Lv25, ODDISH Lv25, SEALEO Lv25, TYPHLOSION Lv25, LATIAS Lv25
#543 ([PK][MN] BREEDER ISAAC)@315508 - MUDKIP Lv28, RALTS Lv28, LAPRAS Lv28, MURKROW Lv28, BEAUTIFLY Lv28, SWELLOW Lv28
#544 ([PK][MN] BREEDER ISAAC)@315530 - BAGON Lv31, MEGANIUM Lv31, MACHAMP Lv31, SPOINK Lv31, ABRA Lv31, HAUNTER Lv31
#545 ([PK][MN] BREEDER LYDIA)@315558 - LATIAS Lv11, FEAROW Lv11, AERODACTYL Lv11, PSYDUCK Lv11, GASTLY Lv11, UMBREON Lv11
#546 (COOLTRAINER HALLE)@315580 - NINJASK Lv43, LANTURN Lv43
#547 (RUIN MANIAC GARRISON)@3155A8 - WIGGLYTUFF Lv26
#548 ([PK][MN] BREEDER LYDIA)@3155D0 - AMPHAROS Lv22, BULBASAUR Lv22, NINCADA Lv22, METAPOD Lv22, LEDIAN Lv22, POLITOED Lv22
#549 ([PK][MN] BREEDER LYDIA)@3155F8 - DEWGONG Lv25, SHELLDER Lv25, DONPHAN Lv25, SPHEAL Lv25, FURRET Lv25, HYPNO Lv25
#550 ([PK][MN] BREEDER LYDIA)@315620 - HOUNDOUR Lv28, GULPIN Lv28, PLUSLE Lv28, VICTREEBEL Lv28, ODDISH Lv28, TAUROS Lv28
#551 ([PK][MN] BREEDER LYDIA)@315648 - GOLDEEN Lv31, ARCANINE Lv31, LOTAD Lv31, VOLBEAT Lv31, STEELIX Lv31, MARILL Lv31
#552 ([PK][MN] RANGER JACKSON)@315670 - NOSEPASS Lv27
#553 ([PK][MN] RANGER LORENZO)@315698 - AZUMARILL Lv28, MIGHTYENA Lv28, HAUNTER Lv28
#554 ([PK][MN] RANGER SEBASTIAN)@3156C0 - BELDUM Lv39
#555 ([PK][MN] RANGER JACKSON)@3156E8 - SANDSLASH Lv31
#556 ([PK][MN] RANGER JACKSON)@315710 - NIDORAN♀ Lv34
#557 ([PK][MN] RANGER JACKSON)@315738 - LEDYBA Lv37
#558 ([PK][MN] RANGER JACKSON)@315760 - PARASECT Lv39, KINGDRA Lv39
#559 ([PK][MN] RANGER CATHERINE)@315788 - BAGON Lv26, VOLTORB Lv26
#560 ([PK][MN] RANGER JENNA)@3157B0 - MAWILE Lv28, LANTURN Lv28, SHUCKLE Lv28
#561 ([PK][MN] RANGER SOPHIA)@3157D8 - SILCOON Lv38, HITMONTOP Lv38
#562 ([PK][MN] RANGER CATHERINE)@315800 - LICKITUNG Lv30, PONYTA Lv30
#563 ([PK][MN] RANGER CATHERINE)@315828 - DUSTOX Lv33, ROSELIA Lv33
#564 ([PK][MN] RANGER CATHERINE)@315850 - DROWZEE Lv36, BELLOSSOM Lv36
#565 ([PK][MN] RANGER CATHERINE)@315878 - ABSOL Lv39, BULBASAUR Lv39
#566 (TRIATHLETE JULIO)@3158A0 - MACHAMP Lv21
#567 (TEAM AQUA GRUNT)@3158C8 - FLAAFFY Lv35, DELIBIRD Lv35
#568 (TEAM MAGMA GRUNT)@3158F0 - CELEBI Lv31, GOREBYSS Lv31
#569 (TEAM AQUA GRUNT)@315918 - ELECTRIKE Lv30, REGICE Lv30
#570 (TEAM MAGMA GRUNT)@315940 - FERALIGATR Lv22, SPINARAK Lv22
#571 (HIKER MARC)@315968 - PINSIR Lv8, STANTLER Lv8
#572 (SAILOR BRENDEN)@315990 - KRABBY Lv13
#573 (BATTLE GIRL LILITH)@3159B8 - GLIGAR Lv13
#574 (BLACK BELT CRISTIAN)@3159E0 - SLOWPOKE Lv13
#575 (HEX MANIAC SYLVIA)@315A08 - SALAMENCE Lv36
#576 (SWIMMER♂ LEONARDO)@315A30 - ALTARIA Lv34
#577 (COOLTRAINER ATHENA)@315A58 - REMORAID Lv32, MEDITITE Lv32
#578 (SWIMMER♂ HARRISON)@315A80 - SNORUNT Lv35
#579 (TEAM MAGMA GRUNT)@315AA8 - SNUBBULL Lv20
#580 (SWIMMER♂ CLARENCE)@315AD0 - DITTO Lv34
#581 (PSYCHIC TERRY)@315AF8 - SALAMENCE Lv37
#582 (GENTLEMAN NATE)@315B20 - LANTURN Lv36
#583 (HEX MANIAC KATHLEEN)@315B48 - ARON Lv36
#584 (GENTLEMAN CLIFFORD)@315B70 - MR. MIME Lv36
#585 (PSYCHIC NICHOLAS)@315B98 - MANKEY Lv36
#586 (TEAM MAGMA GRUNT)@315BC0 - QUILAVA Lv31, NINCADA Lv31
#587 (TEAM MAGMA GRUNT)@315BE8 - WEEPINBELL Lv32
#588 (TEAM MAGMA GRUNT)@315C10 - HOUNDOUR Lv32
#589 (TEAM MAGMA GRUNT)@315C38 - SHROOMISH Lv32
#590 (TEAM MAGMA GRUNT)@315C60 - DRAGONAIR Lv32
#591 (PSYCHIC MACEY)@315C88 - VICTREEBEL Lv36
#592 ([PK][MN] TRAINER BRENDAN)@315CB0 - BEAUTIFLY Lv13, PINSIR Lv15
#593 ([PK][MN] TRAINER BRENDAN)@315CD8 - BELLOSSOM Lv13, MAREEP Lv15
#594 (EXPERT PAXTON)@315D00 - NINETALES Lv33, CRAWDAUNT Lv33
#595 (TRIATHLETE ISABELLA)@315D28 - PELIPPER Lv34
#596 (TEAM AQUA GRUNT)@315D50 - RHYDON Lv27, TEDDIURSA Lv27
#597 (MAGMA ADMIN TABITHA)@315D78 - OMANYTE Lv18, CHANSEY Lv20, YANMA Lv22, ODDISH Lv22
#598 (COOLTRAINER JONATHAN)@315DA0 - JYNX Lv33, JYNX Lv33
#599 ([PK][MN] TRAINER BRENDAN)@315DC8 - MEDICHAM Lv13, CRADILY Lv15
#600 ([PK][MN] TRAINER MAY)@315DF0 - HITMONLEE Lv13, MAREEP Lv15
#601 (MAGMA LEADER MAXIE)@315E18 - SKARMORY Lv37, PRIMEAPE Lv38, SOLROCK Lv39
#602 (MAGMA LEADER MAXIE)@315E40 - WEEZING Lv24, SMEARGLE Lv24, SLUGMA Lv25
#603 (LASS TIANA)@315E68 - CRAWDAUNT Lv4, MEDICHAM Lv4
#604 (LASS HALEY)@315E90 - BARBOACH Lv6, GYARADOS Lv6
#605 (LASS JANICE)@315EB8 - EKANS Lv9
#606 (WINSTRATE VIVI)@315EE0 - QWILFISH Lv15, RATTATA Lv15, SANDSHREW Lv15
#607 (LASS HALEY)@315F08 - BELDUM Lv26, SUNKERN Lv26
#608 (LASS HALEY)@315F30 - GOLEM Lv29, CORPHISH Lv29
#609 (LASS HALEY)@315F58 - RHYDON Lv32, EXPLOUD Lv32
#610 (LASS HALEY)@315F80 - HITMONTOP Lv34, LAPRAS Lv34, LARVITAR Lv34
#611 (LASS SALLY)@315FA8 - VULPIX Lv16
#612 (LASS ROBIN)@315FD0 - GRAVELER Lv14, CORSOLA Lv14, MAGNEMITE Lv14
#613 (LASS ANDREA)@315FF8 - JOLTEON Lv40
#614 (LASS CRISSY)@316020 - SHROOMISH Lv39, CATERPIE Lv39
#615 (BUG CATCHER RICK)@316048 - DELIBIRD Lv4, NIDOKING Lv4
#616 (BUG CATCHER LYLE)@316070 - MUK Lv3, SEVIPER Lv3, WHISCASH Lv3, LOUDRED Lv3
#617 (BUG CATCHER JOSE)@316098 - KABUTOPS Lv8, GULPIN Lv8
#618 (BUG CATCHER DOUG)@3160C0 - VOLBEAT Lv28, SEALEO Lv28
#619 (BUG CATCHER GREG)@3160E8 - CORPHISH Lv25, KECLEON Lv25
#620 (BUG CATCHER KENT)@316110 - MANKEY Lv25
#621 (BUG CATCHER JAMES)@316138 - VENUSAUR Lv6, FEAROW Lv6
#622 (BUG CATCHER JAMES)@316160 - CACTURNE Lv27
#623 (BUG CATCHER JAMES)@316188 - PIKACHU Lv29, HYPNO Lv29
#624 (BUG CATCHER JAMES)@3161B0 - NUMEL Lv31, ILLUMISE Lv31, PONYTA Lv31
#625 (BUG CATCHER JAMES)@3161D8 - SHIFTRY Lv33, MR. MIME Lv33, HYPNO Lv33, SPHEAL Lv33
#626 (HIKER BRICE)@316200 - SEVIPER Lv17, SLOWBRO Lv17
#627 (HIKER TRENT)@316228 - MAREEP Lv16, HITMONLEE Lv17, DRAGONITE Lv16
#628 (HIKER LENNY)@316250 - CUBONE Lv18, DEWGONG Lv18
#629 (HIKER LUCAS)@316278 - BELLOSSOM Lv18, CLAMPERL Lv18
#630 (HIKER ALAN)@3162A0 - SMOOCHUM Lv22, CHARMELEON Lv22, SLAKING Lv22
#631 (HIKER CLARK)@3162C8 - FURRET Lv8
#632 (HIKER ERIC)@3162F0 - FORRETRESS Lv20, POLIWAG Lv20
#633 (HIKER LUCAS)@316318 - CORPHISH Lv9
#634 (HIKER MIKE)@316340 - CLEFABLE Lv10, MANECTRIC Lv10
#635 (HIKER MIKE)@316368 - POLITOED Lv16, CLEFFA Lv16, ARMALDO Lv16
#636 (HIKER TRENT)@316390 - POLIWHIRL Lv24, CHIKORITA Lv24, STARYU Lv24, ROSELIA Lv24
#637 (HIKER TRENT)@3163B8 - RAYQUAZA Lv27, SWALOT Lv27, SABLEYE Lv27, POLIWRATH Lv27
#638 (HIKER TRENT)@3163E0 - ZANGOOSE Lv30, LILEEP Lv30, DODRIO Lv30, RHYDON Lv30
#639 (HIKER TRENT)@316408 - HERACROSS Lv33, MANECTRIC Lv33, SEVIPER Lv33, SEEDOT Lv33
#640 (YOUNG COUPLE DEZ & LUKE)@316430 - SEADRA Lv31, SUNFLORA Lv31
#641 (YOUNG COUPLE LEA & JED)@316458 - ZIGZAGOON Lv45, RATICATE Lv45
#642 (YOUNG COUPLE KIRA & DAN)@316480 - WYNAUT Lv25, ARIADOS Lv25
#643 (YOUNG COUPLE KIRA & DAN)@3164A8 - DUNSPARCE Lv30, LUDICOLO Lv30
#644 (YOUNG COUPLE KIRA & DAN)@3164D0 - GLIGAR Lv33, FEEBAS Lv33
#645 (YOUNG COUPLE KIRA & DAN)@3164F8 - VOLBEAT Lv36, SWABLU Lv36
#646 (YOUNG COUPLE KIRA & DAN)@316520 - CAMERUPT Lv39, FLYGON Lv39
#647 (BEAUTY JOHANNA)@316548 - MIGHTYENA Lv13
#648 (COOLTRAINER GERALD)@316570 - GROVYLE Lv23
#649 (BATTLE GIRL VIVIAN)@316598 - SLUGMA Lv17, GOLEM Lv17
#650 (BATTLE GIRL DANIELLE)@3165C0 - GYARADOS Lv23
#651 (NINJA BOY HIDEO)@3165E8 - GENGAR Lv25, GLIGAR Lv25
#652 (NINJA BOY KEIGO)@316610 - MAGIKARP Lv28, BALTOY Lv28
#653 (NINJA BOY RILEY)@316638 - SWAMPERT Lv28, HORSEA Lv28
#654 (CAMPER FLINT)@316660 - AIPOM Lv29, PORYGON Lv29
#655 (PICNICKER ASHLEY)@316688 - SANDSHREW Lv27, SPINARAK Lv27, DONPHAN Lv27
#656 ([PK][MN] TRAINER WALLY)@3166B0 - BELLSPROUT Lv16
#657 ([PK][MN] TRAINER WALLY)@3166D8 - SKITTY Lv47, ENTEI Lv46, VOLBEAT Lv47, KADABRA Lv44, PIDGEOT Lv48
#658 ([PK][MN] TRAINER WALLY)@316700 - POLIWRATH Lv50, MILOTIC Lv49, GOLBAT Lv50, TAUROS Lv47, EXPLOUD Lv51
#659 ([PK][MN] TRAINER WALLY)@316728 - CASTFORM Lv53, WEEDLE Lv52, TANGELA Lv53, YANMA Lv50, ONIX Lv54
#660 ([PK][MN] TRAINER WALLY)@316750 - TOGEPI Lv56, SWABLU Lv55, LUGIA Lv56, ZAPDOS Lv53, FLYGON Lv57
#661 ([PK][MN] TRAINER BRENDAN)@316778 - SLOWKING Lv31, WEEZING Lv32, CYNDAQUIL Lv32, FLAAFFY Lv34
#662 ([PK][MN] TRAINER BRENDAN)@3167A0 - NIDORINA Lv31, WARTORTLE Lv32, SLUGMA Lv32, PINSIR Lv34
#663 ([PK][MN] TRAINER BRENDAN)@3167C8 - MR. MIME Lv31, LICKITUNG Lv32, CACTURNE Lv32, CRADILY Lv34
#664 ([PK][MN] TRAINER MAY)@3167F0 - CHARMELEON Lv31, PINECO Lv32, GOLDEEN Lv32, FLAAFFY Lv34
#665 ([PK][MN] TRAINER MAY)@316818 - BUTTERFREE Lv31, NUZLEAF Lv32, MAGIKARP Lv32, PINSIR Lv34
#666 ([PK][MN] TRAINER MAY)@316840 - VIGOROTH Lv31, DUSTOX Lv32, RALTS Lv32, CRADILY Lv34
#667 (FISHERMAN JONAH)@316868 - WYNAUT Lv30, KABUTOPS Lv31, SPEAROW Lv32
#668 (FISHERMAN HENRY)@316890 - SCIZOR Lv31, SWALOT Lv34
#669 (FISHERMAN ROGER)@3168B8 - DUSTOX Lv15, DODRIO Lv25, SLOWPOKE Lv35
#670 (COOLTRAINER ALEXA)@3168E0 - CLEFFA Lv34, RAPIDASH Lv34
#671 (COOLTRAINER RUBEN)@316908 - ARON Lv34, TENTACRUEL Lv34
#672 (BLACK BELT KOJI)@316930 - RAYQUAZA Lv34
#673 (FISHERMAN WAYNE)@316958 - SEAKING Lv31, JIGGLYPUFF Lv31, TROPIUS Lv36
#674 (BIRD KEEPER AIDAN)@316980 - DROWZEE Lv32, OMASTAR Lv32
#675 (SWIMMER♂ REED)@3169A8 - LOUDRED Lv33, SEADRA Lv33
#676 (SWIMMER♀ TISHA)@3169D0 - GLIGAR Lv34
#677 (TWINS TORI & TIA)@3169F8 - BELLSPROUT Lv19, LICKITUNG Lv19
#678 (SR. AND JR. KIM & IRIS)@316A20 - CLEFAIRY Lv32, CRADILY Lv35
#679 (SR. AND JR. TYRA & IVY)@316A48 - SLAKOTH Lv18, ZUBAT Lv20
#680 (YOUNG COUPLE MEL & PAUL)@316A70 - SLUGMA Lv27, PINSIR Lv27
#681 (OLD COUPLE JOHN & JAY)@316A98 - MEW Lv39, ENTEI Lv39
#682 (OLD COUPLE JOHN & JAY)@316AC0 - BEEDRILL Lv43, GENGAR Lv43
#683 (OLD COUPLE JOHN & JAY)@316AE8 - CLOYSTER Lv46, HITMONCHAN Lv46
#684 (OLD COUPLE JOHN & JAY)@316B10 - NIDORAN♂ Lv49, WHISCASH Lv49
#685 (OLD COUPLE JOHN & JAY)@316B38 - FLYGON Lv52, IVYSAUR Lv52
#686 (SIS AND BRO RELI & IAN)@316B60 - PIDGEOTTO Lv35, CATERPIE Lv33
#687 (SIS AND BRO LILA & ROY)@316B88 - SABLEYE Lv34, GARDEVOIR Lv33
#688 (SIS AND BRO LILA & ROY)@316BB0 - REGIROCK Lv42, NUMEL Lv40
#689 (SIS AND BRO LILA & ROY)@316BD8 - KABUTO Lv45, OMASTAR Lv43
#690 (SIS AND BRO LILA & ROY)@316C00 - TRAPINCH Lv48, CRAWDAUNT Lv46
#691 (SIS AND BRO LILA & ROY)@316C28 - CLAMPERL Lv51, CAMERUPT Lv49
#692 (SIS AND BRO LISA & RAY)@316C50 - GLIGAR Lv27, REMORAID Lv25
#693 (FISHERMAN CHRIS)@316C78 - MUK Lv29, SKITTY Lv20, SWABLU Lv26, MACHOP Lv23
#694 (RICH BOY DAWSON)@316CA0 - VENOMOTH@NUGGET Lv8, MAGMAR Lv8
#695 (LADY SARAH)@316CC8 - SALAMENCE Lv8, DELCATTY@NUGGET Lv8
#696 (FISHERMAN DARIAN)@316CF0 - OMANYTE Lv9
#697 (TUBER HAILEY)@316D18 - MAREEP Lv13
#698 (TUBER CHANDLER)@316D40 - BAGON Lv12, SEEDOT Lv12
#699 (POKéFAN KALEB)@316D68 - EEVEE@ORAN BERRY Lv14, CYNDAQUIL@ORAN BERRY Lv14
#700 (GUITARIST JOSEPH)@316D90 - TORKOAL Lv14, FEEBAS Lv14
#701 (TRIATHLETE ALYSSA)@316DB8 - ZUBAT Lv15
#702 (GUITARIST MARCOS)@316DE0 - GOLBAT Lv15
#703 (BLACK BELT RHETT)@316E08 - GOREBYSS Lv15
#704 (CAMPER TYRON)@316E30 - MURKROW Lv19
#705 (AROMA LADY CELINA)@316E58 - TROPIUS Lv18
#706 (PICNICKER BIANCA)@316E80 - VENUSAUR Lv18
#707 (KINDLER HAYDEN)@316EA8 - FURRET Lv18
#708 (PICNICKER SOPHIE)@316ED0 - PSYDUCK Lv17, KOFFING Lv19
#709 (BIRD KEEPER COBY)@316EF8 - DEOXYS Lv17, MAGMAR Lv19
#710 (CAMPER LAWRENCE)@316F20 - CHIMECHO Lv18, WIGGLYTUFF Lv18
#711 (POKéMANIAC WYATT)@316F48 - TYPHLOSION Lv18, VAPOREON Lv18
#712 (PICNICKER ANGELINA)@316F70 - LEDIAN Lv18, AZURILL Lv18
#713 (FISHERMAN KAI)@316F98 - SEEDOT Lv19
#714 (PICNICKER CHARLOTTE)@316FC0 - OCTILLERY Lv19
#715 (YOUNGSTER DEANDRE)@316FE8 - WAILORD Lv14, SWINUB Lv14, LEDIAN Lv14
#716 (TEAM MAGMA GRUNT)@317010 - GRAVELER Lv29
#717 (TEAM MAGMA GRUNT)@317038 - DRATINI Lv29
#718 (TEAM MAGMA GRUNT)@317060 - WIGGLYTUFF Lv29
#719 (TEAM MAGMA GRUNT)@317088 - SILCOON Lv28, WALREIN Lv28
#720 (TEAM MAGMA GRUNT)@3170B0 - DELCATTY Lv28, SWINUB Lv28
#721 (TEAM MAGMA GRUNT)@3170D8 - LAIRON Lv29
#722 (TEAM MAGMA GRUNT)@317100 - TOGETIC Lv29
#723 (TEAM MAGMA GRUNT)@317128 - SHROOMISH Lv29
#724 (TEAM MAGMA GRUNT)@317150 - POLIWHIRL Lv29
#725 (TEAM MAGMA GRUNT)@317178 - DEWGONG Lv29
#726 (TEAM MAGMA GRUNT)@3171A0 - WALREIN Lv29
#727 (TEAM MAGMA GRUNT)@3171C8 - METAPOD Lv29
#728 (TEAM MAGMA GRUNT)@3171F0 - SUICUNE Lv29
#729 (TEAM MAGMA GRUNT)@317218 - AGGRON Lv29
#730 (TEAM MAGMA GRUNT)@317240 - SMEARGLE Lv29
#731 (TEAM MAGMA GRUNT)@317268 - PSYDUCK Lv29
#732 (MAGMA ADMIN TABITHA)@317290 - WIGGLYTUFF Lv26, DODRIO Lv28, TAILLOW Lv30, GRIMER Lv33
#733 (COOLTRAINER DARCY)@3172B8 - NIDORAN♀ Lv33, LINOONE Lv33
#734 (MAGMA LEADER MAXIE)@3172E0 - KRABBY Lv42, URSARING Lv43, PIDGEY Lv44
#735 (SWIMMER♂ PETE)@317308 - MAGNETON Lv15
#736 (SWIMMER♀ ISABELLE)@317330 - RELICANTH Lv15
#737 (RUIN MANIAC ANDRES)@317358 - TORCHIC Lv25, HITMONLEE Lv25
#738 (BIRD KEEPER JOSUE)@317380 - MAROWAK Lv25, QWILFISH Lv25
#739 (TRIATHLETE CAMRON)@3173A8 - AZURILL Lv26
#740 (SAILOR CORY)@3173D0 - RELICANTH Lv24, SHUPPET Lv24, IGGLYBUFF Lv24
#741 (COOLTRAINER CAROLINA)@3173F8 - MR. MIME Lv24, SUNKERN Lv24, AGGRON Lv24
#742 (BIRD KEEPER ELIJAH)@317420 - YANMA Lv25, NIDORAN♂ Lv25
#743 (PICNICKER CELIA)@317448 - FORRETRESS Lv22, LAPRAS Lv22
#744 (RUIN MANIAC BRYAN)@317470 - NIDORAN♀ Lv22, MUDKIP Lv22
#745 (CAMPER BRANDEN)@317498 - GROVYLE Lv22, MAGIKARP Lv22
#746 (KINDLER BRYANT)@3174C0 - POLIWRATH Lv18, AERODACTYL Lv18
#747 (AROMA LADY SHAYLA)@3174E8 - PINSIR Lv18, KOFFING Lv18
#748 (TRIATHLETE KYRA)@317510 - SMEARGLE Lv26, SQUIRTLE Lv26
#749 (NINJA BOY JAIDEN)@317538 - TYPHLOSION Lv26, SMEARGLE Lv26
#750 (PSYCHIC ALIX)@317560 - BAGON Lv26, HITMONCHAN Lv26
#751 (BATTLE GIRL HELENE)@317588 - PIKACHU Lv26, VAPOREON Lv26
#752 (PSYCHIC MARLENE)@3175B0 - QUAGSIRE Lv18, ELECTABUZZ Lv18
#753 (HIKER DEVAN)@3175D8 - SQUIRTLE Lv8, DUGTRIO Lv8
#754 (YOUNGSTER JOHNSON)@317600 - JOLTEON Lv8, BANETTE Lv8
#755 (TRIATHLETE MELINA)@317628 - SLAKING Lv17
#756 (PSYCHIC BRANDI)@317650 - SHELGON Lv17
#757 (BATTLE GIRL AISHA)@317678 - BLISSEY Lv17
#758 (EXPERT MAKAYLA)@3176A0 - PORYGON2 Lv33, SPEAROW Lv33
#759 (GUITARIST FABIAN)@3176C8 - STARYU Lv26
#760 (KINDLER DAYTON)@3176F0 - VENUSAUR Lv25, GASTLY Lv25
#761 (PARASOL LADY RACHEL)@317718 - CHARMANDER Lv26
#762 (COOLTRAINER LEONEL)@317740 - OMANYTE Lv30
#763 (BATTLE GIRL CALLIE)@317768 - MOLTRES Lv28, VAPOREON Lv28
#764 (BUG MANIAC CALE)@317790 - HITMONCHAN Lv29, SANDSHREW Lv29
